contact_n,month_n,poutcome_n,duration,previous,y_n
1.0,0.1111111111111111,0.0,0.3291925465838509,0.0,1.0
0.0,0.0,0.0,0.31211180124223603,0.0,0.0
1.0,0.6666666666666666,0.0,0.21894409937888198,0.0,1.0
1.0,0.3333333333333333,0.0,0.11645962732919254,0.0,0.0
1.0,0.3333333333333333,0.0,0.24223602484472048,0.0,0.0
0.0,0.0,0.0,0.3105590062111801,0.0,0.0
1.0,0.3333333333333333,0.0,0.3338509316770186,0.0,0.0
1.0,0.3333333333333333,0.5,0.06677018633540373,0.2857142857142857,0.0
1.0,0.3333333333333333,0.0,0.47515527950310554,0.0,0.0
0.0,0.0,0.0,0.47826086956521735,0.0,0.0
0.0,0.0,0.0,0.2468944099378882,0.0,0.0
1.0,0.2222222222222222,0.0,0.23447204968944096,0.0,0.0
0.0,0.1111111111111111,0.0,0.2608695652173913,0.0,0.0
1.0,0.0,0.0,0.3167701863354037,0.0,0.0
1.0,0.5555555555555556,0.0,0.18167701863354035,0.0,0.0
0.0,0.0,0.0,0.7903726708074533,0.0,0.0
1.0,0.5555555555555556,0.0,0.42857142857142855,0.0,0.0
1.0,0.0,0.0,0.36180124223602483,0.0,0.0
1.0,0.0,0.0,0.012422360248447204,0.0,0.0
1.0,0.2222222222222222,0.0,0.32298136645962733,0.0,0.0
1.0,0.2222222222222222,0.0,0.20652173913043476,0.0,0.0
0.0,0.0,0.0,0.23136645962732919,0.0,0.0
1.0,0.4444444444444444,0.0,0.12111801242236024,0.0,0.0
0.0,0.1111111111111111,0.0,0.08229813664596272,0.0,0.0
1.0,0.4444444444444444,0.5,0.515527950310559,0.14285714285714285,1.0
1.0,0.4444444444444444,0.0,0.888198757763975,0.0,0.0
0.0,0.1111111111111111,0.0,0.3416149068322981,0.0,0.0
1.0,0.3333333333333333,0.0,0.12732919254658384,0.0,0.0
0.0,0.0,0.0,0.5201863354037267,0.0,0.0
1.0,0.5555555555555556,0.0,0.35403726708074534,0.0,0.0
0.0,0.5555555555555556,0.0,0.07298136645962733,0.0,0.0
1.0,0.5555555555555556,0.5,0.049689440993788817,0.14285714285714285,0.0
1.0,0.3333333333333333,0.0,0.19409937888198756,0.0,0.0
1.0,0.5555555555555556,0.0,0.13354037267080746,0.0,0.0
1.0,0.4444444444444444,0.5,0.9440993788819875,0.2857142857142857,1.0
0.0,0.7777777777777777,0.0,0.281055900621118,0.0,1.0
1.0,0.3333333333333333,0.0,0.888198757763975,0.0,0.0
1.0,0.3333333333333333,0.0,0.3804347826086956,0.0,0.0
0.0,0.1111111111111111,0.0,0.021739130434782608,0.0,0.0
1.0,0.3333333333333333,0.0,0.2639751552795031,0.0,0.0
0.0,0.0,0.0,0.515527950310559,0.0,0.0
1.0,0.3333333333333333,0.0,0.20031055900621117,0.0,0.0
0.0,0.1111111111111111,0.0,0.25621118012422356,0.0,0.0
0.0,0.1111111111111111,0.0,0.2779503105590062,0.0,0.0
1.0,0.8888888888888888,0.0,0.13509316770186333,0.0,0.0
0.0,0.1111111111111111,0.0,0.24378881987577639,0.0,0.0
1.0,0.5555555555555556,0.0,0.10403726708074533,0.0,0.0
1.0,0.2222222222222222,0.0,0.2670807453416149,0.0,0.0
1.0,0.2222222222222222,0.0,0.05590062111801242,0.0,0.0
0.0,0.5555555555555556,0.5,0.36180124223602483,0.14285714285714285,0.0
1.0,0.0,0.0,0.10559006211180123,0.0,0.0
0.0,0.0,0.0,0.18322981366459626,0.0,0.0
0.0,0.0,0.0,0.7779503105590062,0.0,0.0
1.0,0.1111111111111111,0.5,0.3198757763975155,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.967391304347826,0.0,1.0
0.0,0.0,0.0,0.32298136645962733,0.0,0.0
0.0,0.0,0.0,0.3990683229813664,0.0,0.0
0.0,0.0,0.0,0.13354037267080746,0.0,0.0
1.0,0.3333333333333333,0.0,0.22515527950310557,0.0,0.0
1.0,1.0,0.0,0.36180124223602483,0.0,1.0
1.0,0.8888888888888888,0.5,0.24999999999999997,0.14285714285714285,0.0
1.0,0.7777777777777777,0.0,0.9704968944099378,0.0,0.0
0.0,0.0,0.0,0.12888198757763975,0.0,0.0
1.0,0.0,0.0,0.3493788819875776,0.0,0.0
1.0,0.5555555555555556,0.5,0.17857142857142855,0.14285714285714285,0.0
0.0,0.1111111111111111,0.0,0.16304347826086957,0.0,0.0
1.0,0.0,0.5,0.13509316770186333,0.14285714285714285,0.0
0.0,0.1111111111111111,0.0,0.46739130434782605,0.0,0.0
1.0,0.3333333333333333,0.0,0.7888198757763975,0.0,0.0
1.0,0.5555555555555556,0.5,0.49534161490683226,0.42857142857142855,0.0
1.0,0.3333333333333333,0.0,0.10093167701863354,0.0,0.0
1.0,0.0,0.0,0.5108695652173912,0.0,0.0
1.0,0.5555555555555556,0.0,0.09782608695652173,0.0,0.0
0.0,0.0,0.0,0.281055900621118,0.0,0.0
1.0,0.0,0.5,0.21118012422360247,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.043478260869565216,0.0,0.0
1.0,0.5555555555555556,0.0,0.6459627329192547,0.0,0.0
1.0,0.2222222222222222,0.0,0.19720496894409936,0.0,0.0
1.0,0.2222222222222222,0.5,0.13664596273291924,0.2857142857142857,0.0
1.0,0.2222222222222222,0.0,0.21273291925465837,0.0,0.0
0.0,0.0,0.0,0.2608695652173913,0.0,0.0
1.0,0.0,0.0,0.10559006211180123,0.0,0.0
1.0,0.0,0.0,0.28416149068322977,0.0,0.0
0.0,0.3333333333333333,0.0,0.43478260869565216,0.0,0.0
1.0,0.2222222222222222,0.0,0.2903726708074534,0.0,0.0
1.0,0.3333333333333333,0.0,0.21118012422360247,0.0,0.0
1.0,0.1111111111111111,0.0,0.3524844720496894,0.0,0.0
1.0,0.7777777777777777,1.0,0.7080745341614907,0.2857142857142857,1.0
0.0,0.5555555555555556,0.0,0.12732919254658384,0.0,0.0
1.0,0.0,0.5,0.43944099378881984,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.12577639751552794,0.0,0.0
1.0,0.2222222222222222,0.0,0.5683229813664595,0.0,0.0
1.0,0.0,0.0,0.3462732919254658,0.0,0.0
1.0,0.3333333333333333,0.0,0.4937888198757764,0.0,1.0
0.0,0.0,0.0,0.3136645962732919,0.0,0.0
1.0,1.0,0.5,0.3074534161490683,0.14285714285714285,0.0
0.0,0.0,0.0,0.281055900621118,0.0,0.0
0.0,0.0,0.0,0.21273291925465837,0.0,0.0
1.0,0.3333333333333333,0.0,0.34006211180124224,0.0,0.0
1.0,0.0,0.5,0.15217391304347824,0.14285714285714285,0.0
1.0,0.0,0.5,0.44720496894409933,0.14285714285714285,0.0
0.0,1.0,0.0,0.20341614906832298,0.0,0.0
0.0,0.7777777777777777,0.0,0.06832298136645962,0.0,0.0
1.0,0.3333333333333333,0.0,0.14596273291925466,0.0,0.0
1.0,0.2222222222222222,0.0,0.4161490683229813,0.0,0.0
0.0,0.1111111111111111,0.0,0.5419254658385093,0.0,0.0
1.0,0.8888888888888888,0.0,0.13664596273291924,0.0,0.0
1.0,0.0,0.5,0.889751552795031,0.14285714285714285,0.0
1.0,0.3333333333333333,0.0,0.47826086956521735,0.0,0.0
1.0,0.7777777777777777,0.0,0.08385093167701863,0.0,0.0
0.0,0.0,0.0,0.09627329192546583,0.0,0.0
1.0,0.7777777777777777,0.0,0.11024844720496893,0.0,0.0
1.0,0.5555555555555556,0.5,0.49689440993788814,0.2857142857142857,0.0
1.0,0.3333333333333333,0.0,0.3850931677018633,0.0,0.0
0.0,0.0,0.0,0.3027950310559006,0.0,0.0
1.0,0.3333333333333333,0.0,0.281055900621118,0.0,0.0
1.0,0.8888888888888888,0.5,0.08695652173913043,0.14285714285714285,0.0
1.0,0.8888888888888888,1.0,0.2453416149068323,0.14285714285714285,1.0
1.0,0.2222222222222222,0.0,0.49999999999999994,0.0,0.0
1.0,0.1111111111111111,0.5,0.24844720496894407,0.14285714285714285,1.0
0.0,0.0,0.0,0.049689440993788817,0.0,0.0
0.0,0.2222222222222222,0.0,0.19099378881987578,0.0,0.0
1.0,0.2222222222222222,0.0,0.3462732919254658,0.0,0.0
1.0,0.2222222222222222,0.0,0.14906832298136646,0.0,0.0
1.0,0.5555555555555556,0.0,0.22360248447204967,0.0,0.0
0.0,0.0,0.0,0.358695652173913,0.0,1.0
0.0,0.2222222222222222,0.0,0.2686335403726708,0.0,0.0
1.0,0.2222222222222222,0.0,0.23757763975155277,0.0,0.0
0.0,0.2222222222222222,0.0,0.3990683229813664,0.0,0.0
1.0,0.5555555555555556,0.0,0.22981366459627328,0.0,0.0
0.0,0.1111111111111111,0.0,0.5559006211180124,0.0,0.0
0.0,0.8888888888888888,0.0,0.06366459627329192,0.0,0.0
1.0,0.3333333333333333,0.0,0.46428571428571425,0.0,0.0
0.0,0.1111111111111111,0.0,0.34782608695652173,0.0,0.0
0.0,0.0,0.0,0.16149068322981366,0.0,0.0
0.0,0.0,0.0,0.6071428571428571,0.0,0.0
0.0,0.1111111111111111,0.0,0.2577639751552795,0.0,0.0
0.0,0.0,0.0,0.16304347826086957,0.0,0.0
1.0,0.3333333333333333,0.0,0.18944099378881987,0.0,0.0
1.0,0.5555555555555556,0.0,0.16614906832298135,0.0,0.0
1.0,0.0,0.5,0.05124223602484472,0.14285714285714285,0.0
0.0,0.0,0.0,0.09161490683229813,0.0,0.0
0.0,0.0,0.0,0.20341614906832298,0.0,0.0
1.0,0.0,1.0,0.09937888198757763,0.14285714285714285,0.0
1.0,0.0,0.0,0.5015527950310559,0.0,0.0
1.0,0.8888888888888888,0.0,0.23757763975155277,0.0,0.0
1.0,0.2222222222222222,0.0,0.17701863354037267,0.0,0.0
1.0,0.2222222222222222,0.0,0.21273291925465837,0.0,0.0
1.0,0.2222222222222222,0.0,0.23757763975155277,0.0,0.0
1.0,0.2222222222222222,0.0,0.22981366459627328,0.0,0.0
0.0,0.8888888888888888,0.0,0.20186335403726707,0.0,1.0
1.0,0.0,0.0,0.8322981366459626,0.0,1.0
1.0,0.2222222222222222,0.0,0.4549689440993788,0.0,0.0
1.0,0.2222222222222222,0.0,0.6506211180124223,0.0,0.0
1.0,0.3333333333333333,0.5,0.43322981366459623,0.14285714285714285,0.0
1.0,0.3333333333333333,0.0,0.08695652173913043,0.0,0.0
1.0,0.4444444444444444,0.5,0.20652173913043476,0.14285714285714285,0.0
0.0,0.1111111111111111,0.0,0.017080745341614904,0.0,0.0
1.0,0.3333333333333333,0.5,0.17080745341614906,0.2857142857142857,0.0
0.0,0.0,0.0,0.38975155279503104,0.0,0.0
0.0,0.0,0.0,0.43478260869565216,0.0,0.0
1.0,0.2222222222222222,0.0,0.05745341614906832,0.0,0.0
1.0,0.8888888888888888,0.0,0.577639751552795,0.0,0.0
1.0,0.3333333333333333,0.0,0.5854037267080745,0.0,0.0
0.0,0.2222222222222222,0.0,0.5139751552795031,0.0,0.0
0.0,0.0,0.0,0.47204968944099374,0.0,0.0
0.0,0.8888888888888888,0.0,0.06211180124223602,0.0,0.0
1.0,0.3333333333333333,0.0,0.9037267080745341,0.0,1.0
0.0,0.0,0.0,0.47204968944099374,0.0,0.0
1.0,0.5555555555555556,0.0,0.43322981366459623,0.0,0.0
1.0,0.7777777777777777,0.0,0.15993788819875776,0.0,0.0
0.0,0.2222222222222222,0.0,0.24999999999999997,0.0,0.0
1.0,0.5555555555555556,0.0,0.23136645962732919,0.0,0.0
1.0,0.0,0.0,0.593167701863354,0.0,1.0
1.0,0.2222222222222222,0.0,0.20186335403726707,0.0,0.0
1.0,0.2222222222222222,0.0,0.08540372670807453,0.0,0.0
1.0,0.3333333333333333,0.0,0.15993788819875776,0.0,0.0
1.0,0.3333333333333333,0.0,0.22515527950310557,0.0,0.0
1.0,0.3333333333333333,0.0,0.24223602484472048,0.0,0.0
0.0,0.0,0.0,0.8307453416149068,0.0,0.0
0.0,0.8888888888888888,0.0,0.8121118012422359,0.0,1.0
0.0,0.0,0.0,0.13664596273291924,0.0,0.0
0.0,0.0,0.0,0.5108695652173912,0.0,0.0
0.0,1.0,0.0,0.020186335403726708,0.0,0.0
1.0,0.8888888888888888,0.0,0.9642857142857142,0.0,1.0
0.0,0.1111111111111111,0.0,0.11645962732919254,0.0,0.0
1.0,0.3333333333333333,1.0,0.5108695652173912,0.14285714285714285,1.0
1.0,0.3333333333333333,0.0,0.7996894409937888,0.0,0.0
1.0,0.3333333333333333,0.0,0.15217391304347824,0.0,0.0
1.0,0.3333333333333333,0.0,0.34006211180124224,0.0,0.0
1.0,0.3333333333333333,0.0,0.14596273291925466,0.0,0.0
1.0,0.3333333333333333,0.0,0.6599378881987578,0.0,0.0
1.0,0.5555555555555556,0.0,0.07919254658385093,0.0,0.0
1.0,0.8888888888888888,0.0,0.5357142857142857,0.0,0.0
0.0,0.1111111111111111,0.0,0.15217391304347824,0.0,0.0
1.0,0.2222222222222222,0.0,0.35403726708074534,0.0,0.0
0.0,0.6666666666666666,0.0,0.3416149068322981,0.0,0.0
0.0,0.1111111111111111,0.0,0.265527950310559,0.0,0.0
1.0,0.2222222222222222,0.0,0.44565217391304346,0.0,0.0
1.0,0.1111111111111111,0.5,0.09472049689440994,0.14285714285714285,0.0
0.0,0.7777777777777777,0.0,0.8649068322981366,0.0,1.0
1.0,0.0,0.0,0.2624223602484472,0.0,0.0
0.0,0.0,0.0,0.3944099378881987,0.0,0.0
1.0,0.2222222222222222,0.5,0.13354037267080746,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.46118012422360244,0.0,0.0
0.0,0.0,0.0,0.3571428571428571,0.0,0.0
1.0,0.0,0.0,0.21583850931677018,0.0,0.0
0.0,0.0,0.0,0.2795031055900621,0.0,0.0
0.0,0.1111111111111111,0.0,0.3602484472049689,0.0,0.0
0.0,0.0,0.0,0.17857142857142855,0.0,0.0
1.0,0.0,0.0,0.5419254658385093,0.0,0.0
1.0,0.2222222222222222,0.0,0.28416149068322977,0.0,0.0
1.0,0.3333333333333333,0.0,0.22515527950310557,0.0,0.0
1.0,0.3333333333333333,0.0,0.44720496894409933,0.0,0.0
1.0,0.2222222222222222,0.0,0.3043478260869565,0.0,0.0
0.0,0.0,0.0,0.20652173913043476,0.0,0.0
1.0,0.0,0.0,0.13509316770186333,0.0,0.0
1.0,0.2222222222222222,0.0,0.15527950310559005,0.0,0.0
0.0,0.0,0.0,0.6413043478260869,0.0,0.0
1.0,0.3333333333333333,0.0,0.11645962732919254,0.0,0.0
1.0,0.1111111111111111,1.0,0.11490683229813664,0.2857142857142857,0.0
1.0,0.2222222222222222,0.0,0.13819875776397514,0.0,0.0
1.0,0.3333333333333333,0.0,0.9425465838509316,0.0,0.0
1.0,0.5555555555555556,0.0,0.14130434782608695,0.0,0.0
1.0,0.8888888888888888,0.0,0.2468944099378882,0.0,0.0
1.0,0.3333333333333333,0.0,0.3245341614906832,0.0,0.0
1.0,0.8888888888888888,0.5,0.22204968944099376,0.14285714285714285,0.0
0.0,0.0,0.0,0.3307453416149068,0.0,0.0
1.0,0.3333333333333333,0.0,0.18944099378881987,0.0,0.0
0.0,0.0,0.0,0.21739130434782608,0.0,0.0
0.0,0.1111111111111111,0.0,0.874223602484472,0.0,0.0
1.0,0.5555555555555556,0.5,0.23757763975155277,0.14285714285714285,0.0
0.0,0.1111111111111111,0.0,0.09782608695652173,0.0,0.0
0.0,0.0,0.0,0.12422360248447203,0.0,0.0
0.0,0.8888888888888888,0.0,0.6149068322981366,0.0,1.0
1.0,0.0,0.5,0.07919254658385093,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.07453416149068323,0.0,0.0
1.0,0.8888888888888888,0.0,0.2748447204968944,0.0,1.0
1.0,0.1111111111111111,0.0,0.13819875776397514,0.0,0.0
0.0,0.0,0.0,0.5807453416149068,0.0,0.0
0.0,0.0,0.0,0.3990683229813664,0.0,0.0
0.0,0.1111111111111111,0.0,0.48757763975155277,0.0,0.0
1.0,0.8888888888888888,0.0,0.6133540372670807,0.0,0.0
1.0,0.3333333333333333,0.0,0.6816770186335404,0.0,1.0
1.0,0.3333333333333333,0.0,0.2950310559006211,0.0,0.0
0.0,0.0,0.0,0.343167701863354,0.0,0.0
1.0,0.5555555555555556,0.0,0.14130434782608695,0.0,0.0
0.0,0.1111111111111111,0.0,0.15062111801242234,0.0,0.0
0.0,0.0,0.0,0.46273291925465837,0.0,0.0
1.0,0.8888888888888888,0.5,0.6335403726708074,0.14285714285714285,0.0
1.0,0.4444444444444444,0.0,0.17701863354037267,0.0,0.0
0.0,0.0,0.0,0.49999999999999994,0.0,0.0
1.0,0.2222222222222222,0.0,0.8447204968944099,0.0,0.0
1.0,0.0,0.0,0.35403726708074534,0.0,0.0
0.0,0.1111111111111111,0.0,0.24378881987577639,0.0,0.0
1.0,0.0,1.0,0.37577639751552794,0.14285714285714285,0.0
1.0,0.3333333333333333,0.0,0.2903726708074534,0.0,0.0
1.0,0.4444444444444444,0.0,0.19254658385093165,0.0,1.0
0.0,0.2222222222222222,0.0,0.8354037267080745,0.0,0.0
1.0,0.3333333333333333,0.0,0.03260869565217391,0.0,0.0
1.0,0.3333333333333333,0.0,0.13198757763975155,0.0,0.0
1.0,0.2222222222222222,0.0,0.2763975155279503,0.0,0.0
1.0,0.8888888888888888,0.5,0.2531055900621118,0.14285714285714285,0.0
0.0,0.0,0.0,0.35093167701863354,0.0,0.0
0.0,0.0,0.0,0.48757763975155277,0.0,0.0
1.0,0.8888888888888888,0.5,0.5543478260869564,0.14285714285714285,0.0
0.0,0.0,0.0,0.3105590062111801,0.0,0.0
1.0,0.2222222222222222,0.0,0.24223602484472048,0.0,0.0
1.0,0.3333333333333333,0.0,0.3291925465838509,0.0,0.0
1.0,0.2222222222222222,0.0,0.3152173913043478,0.0,1.0
1.0,0.3333333333333333,0.0,0.4301242236024844,0.0,0.0
0.0,0.0,0.0,0.6040372670807453,0.0,0.0
0.0,0.0,0.0,0.5419254658385093,0.0,0.0
1.0,0.5555555555555556,0.5,0.18478260869565216,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.18322981366459626,0.0,0.0
1.0,0.2222222222222222,0.0,0.4409937888198757,0.0,0.0
0.0,0.0,0.0,0.18788819875776397,0.0,0.0
1.0,0.3333333333333333,0.0,0.7903726708074533,0.0,0.0
1.0,0.1111111111111111,1.0,0.953416149068323,0.2857142857142857,1.0
0.0,0.0,0.0,0.3447204968944099,0.0,0.0
1.0,0.8888888888888888,0.5,0.2639751552795031,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.7127329192546583,0.0,0.0
1.0,0.3333333333333333,0.0,0.16925465838509315,0.0,0.0
0.0,0.2222222222222222,0.0,0.46118012422360244,0.0,0.0
0.0,0.1111111111111111,0.0,0.296583850931677,0.0,0.0
0.0,0.0,0.0,0.14285714285714285,0.0,0.0
1.0,0.2222222222222222,0.0,0.2608695652173913,0.0,0.0
1.0,0.5555555555555556,0.0,0.38975155279503104,0.0,0.0
0.0,0.1111111111111111,0.0,0.6149068322981366,0.0,0.0
0.0,0.3333333333333333,0.0,0.8928571428571428,0.0,0.0
1.0,0.3333333333333333,0.0,0.3354037267080745,0.0,0.0
0.0,0.1111111111111111,0.0,0.3214285714285714,0.0,0.0
0.0,0.0,0.0,0.10559006211180123,0.0,0.0
0.0,0.0,0.0,0.27018633540372666,0.0,0.0
1.0,0.7777777777777777,0.0,0.2329192546583851,0.0,0.0
0.0,0.0,0.0,0.6692546583850931,0.0,0.0
1.0,0.0,0.0,0.24378881987577639,0.0,0.0
1.0,0.2222222222222222,0.0,0.5574534161490683,0.0,0.0
1.0,0.0,0.0,0.9145962732919254,0.0,0.0
1.0,0.3333333333333333,0.0,0.19720496894409936,0.0,0.0
0.0,0.0,0.0,0.6583850931677018,0.0,0.0
1.0,0.2222222222222222,0.0,0.40838509316770183,0.0,0.0
1.0,0.5555555555555556,0.0,0.13664596273291924,0.0,0.0
1.0,0.8888888888888888,0.5,0.967391304347826,0.2857142857142857,0.0
1.0,0.0,0.5,0.07298136645962733,0.14285714285714285,0.0
1.0,0.2222222222222222,0.5,0.44720496894409933,0.14285714285714285,0.0
1.0,0.2222222222222222,0.0,0.6366459627329192,0.0,0.0
1.0,0.5555555555555556,0.0,0.22826086956521738,0.0,0.0
1.0,0.2222222222222222,0.0,0.21894409937888198,0.0,0.0
1.0,0.8888888888888888,0.5,0.3447204968944099,0.14285714285714285,0.0
1.0,0.3333333333333333,0.0,0.17391304347826086,0.0,0.0
1.0,0.2222222222222222,0.0,0.9937888198757763,0.0,1.0
1.0,0.3333333333333333,0.0,0.2763975155279503,0.0,0.0
1.0,0.2222222222222222,0.0,0.24223602484472048,0.0,0.0
0.0,0.0,0.0,0.2857142857142857,0.0,0.0
1.0,0.0,0.0,0.20962732919254656,0.0,0.0
1.0,0.2222222222222222,0.0,0.43478260869565216,0.0,0.0
1.0,0.0,0.0,0.23757763975155277,0.0,0.0
1.0,0.0,0.0,0.03881987577639751,0.0,0.0
0.0,0.1111111111111111,0.0,0.04503105590062111,0.0,0.0
1.0,0.3333333333333333,0.0,0.20186335403726707,0.0,0.0
1.0,0.0,0.0,0.5590062111801242,0.0,0.0
0.0,0.0,0.0,0.374223602484472,0.0,0.0
1.0,0.0,0.5,0.06832298136645962,0.14285714285714285,0.0
0.0,0.0,0.0,0.8711180124223602,0.0,0.0
1.0,0.0,0.0,0.2826086956521739,0.0,0.0
1.0,0.0,0.0,0.45652173913043476,0.0,0.0
0.0,0.0,0.0,0.3198757763975155,0.0,0.0
0.0,0.1111111111111111,0.0,0.2826086956521739,0.0,0.0
1.0,0.0,0.5,0.15217391304347824,0.14285714285714285,0.0
1.0,0.0,0.5,0.05590062111801242,0.14285714285714285,0.0
1.0,0.8888888888888888,0.0,0.18012422360248445,0.0,0.0
1.0,0.3333333333333333,0.0,0.20807453416149066,0.0,0.0
1.0,0.3333333333333333,0.0,0.9658385093167701,0.0,0.0
1.0,0.2222222222222222,0.0,0.15838509316770186,0.0,0.0
0.0,0.0,0.0,0.10869565217391304,0.0,0.0
0.0,0.0,0.0,0.10869565217391304,0.0,0.0
1.0,0.2222222222222222,0.0,0.4161490683229813,0.0,1.0
1.0,0.0,0.5,0.17546583850931677,0.14285714285714285,0.0
0.0,0.0,0.0,0.13819875776397514,0.0,0.0
1.0,0.3333333333333333,0.0,0.38354037267080743,0.0,0.0
1.0,0.3333333333333333,0.0,0.7437888198757764,0.0,0.0
1.0,0.2222222222222222,0.0,0.6894409937888198,0.0,0.0
1.0,0.3333333333333333,0.0,0.2763975155279503,0.0,0.0
0.0,0.1111111111111111,0.0,0.06055900621118012,0.0,0.0
1.0,0.0,0.0,0.670807453416149,0.0,0.0
